doc_id,page_url,cabri_pdf_filename,country,iso,year,cycle_phase,internal_external,document_type_1,document_type_2,document_type_3,institution,recs,document_language,title_en,title_fr,title_pt,pdf_hash_for_dedup,source_file
30602885ba46ec61bd92a0277bd104e1b9ea9ab7c89baf45f9ee6f042063a3e4,presentation_report_of_the_draft_finance_law_306028,Algeria_2020_Approval_External_BudgetProposal_MofDraftAmendingFinanceLaw_UMA_French_306028.pdf,Algeria,DZ,2020,Approval,External,Budget Proposal,Draft Finance Law,,MOF Draft Amending Finance Law,['UMA'],French,Presentation Report of the Draft Finance Law,Rapport de Presentation du Projet de la Loi de Finances,Relatório de Apresentação do Projeto da Lei de Finanças,e4ad2b68c892e48dec5728a60181df7e4e97e45d2b1a102e360e028379fdcfc0,task_2_metadata_1st_dedup.json
c78b91967585e489e1ec0a9421dd8b89eb32071b45c608f0b5da76a210632d91,law_no_19_14_of_14_rabie_ethani_1441_corresponding_to_december_11_2019_regarding_the_finance_law_for_2020_c78b91,Algeria_2020_Approval_External_EnactedBudget_MofFinanceLaws_UMA_French_c78b91.pdf,Algeria,DZ,2020,Approval,External,Enacted Budget,Finance Act,,MOF Finance Laws,['UMA'],French,"Law No. 19-14 of 14 Rabie Ethani 1441 corresponding to December 11, 2019 Regarding the Finance Law for 2020",Loi n° 19-14 du 14 Rabie Ethani 1441 correspondant au 11 décembre 2019 portant loi de finances pour 2020,Lei n° 19-14 de 14 Rabie Ethani 1441 correspondente a 11 de dezembro de 2019 sobre a lei de finanças para 2020,a1e1059cbcbd84b40c50bc4f751b0d691f036fb7a416de09668e18c4988c9d35,task_2_metadata_1st_dedup.json
715610853b4bdbed6049af324edbe401bb543b9cb66578a006bf95afaa58345a,budget_settlement_act_715610,Algeria_2020_Legislation_External_PublicFinanceLegislation_MofBudgetSettlementAct_UMA_Arabic_715610.pdf,Algeria,DZ,2020,Legislation,External,Public Finance Legislation,,,MOF Budget Settlement Act,['UMA'],Arabic,Budget Settlement Act,Loi de règlement budgétaire,Lei de liquidação do orçamento,13be06a306026789388fc2837abec6c5db7f8a212965f3511e5cbb7d37d70421,task_2_metadata_1st_dedup.json
f24360db83cbab6b08c63c6c5344abda91ff508506cb4461f1ea8570d3e9f146,review_of_achievements_f24360,Algeria_2020_Execution_External_YearEndReport_MofDraftAmendingFinanceLaw_UMA_French_f24360.pdf,Algeria,DZ,2020,Execution,External,Year-End Report,,,MOF Draft Amending Finance Law,['UMA'],French,Review of Achievements,Bilan des réalisations,,5e18018f383cf21214cde4582efb52507812be0c4cc550124bdaaa31fa8b4df2,task_2_metadata_1st_dedup.json
898f59c0fc529a58fec48eb446dc930c7d3227265d1f4a9afa4338d686f21ae5,presentation_report_of_the_finance_bill_project_for_2021_and_estimates_for_2022_2023_898f59,Algeria_2021_Approval_External_BudgetProposal_MofDraftAmendingFinanceLaw_UMA_French_898f59.pdf,Algeria,DZ,2021,Approval,External,Budget Proposal,Draft National Budget,,MOF Draft Amending Finance Law,['UMA'],French,Presentation Report of the Finance Bill Project for 2021 and Estimates for 2022-2023,Rapport de Presentation du Projet de la Loi de Finances pour 2021 et previsions 2022-2023,Relatório de Apresentação do Projeto da Lei de Finanças para 2021 e Previsões para 2022-2023,0c25fe6b3e8982188fca2bed7f8f38636caecc3282ccd5034e679013c1c259b1,task_2_metadata_1st_dedup.json
14c24609e6622fe931543894574dd1946ca6a513468e40422eebfbaa4764375a,official_journal_14c246,Algeria_2021_Approval_External_EnactedBudget_MofSupplementaryFinanceLaws_UMA_Arabic_14c246.pdf,Algeria,DZ,2021,Approval,External,Enacted Budget,Finance Act,,MOF Supplementary Finance Laws,['UMA'],Arabic,Official Journal,Journal Officiel,Jornal Oficial,0983defcfce478893a28e9bf926f181452360e17f8b0726311adffeebf8baa50,task_2_metadata_1st_dedup.json
9cc61ac54e5ccdc4e06d317d0228f411bae5233dbf16448b8cbf6f99a6fe2374,finance_law_9cc61a,Algeria_2021_Approval_External_EnactedBudget_MofSupplementaryFinanceLaws_UMA_French_9cc61a.pdf,Algeria,DZ,2021,Approval,External,Enacted Budget,Finance Act,,MOF Supplementary Finance Laws,['UMA'],French,Finance Law,Loi de finances,Lei de Finanças,a767383fd5fdd22c6679fd0e617adc069d35364134ec15cac65aaeb0f271b9d2,task_2_metadata_1st_dedup.json
2c4bf39ade1f774005828b44d669ef0c71ce6837f57d3a281ff838c50b3ba557,budget_settlement_act_2c4bf3,Algeria_2021_Approval_External_EnactedBudget_MofBudgetSettlementAct_UMA_Arabic_2c4bf3.pdf,Algeria,DZ,2021,Approval,External,Enacted Budget,Finance Act,,MOF Budget Settlement Act,['UMA'],Arabic,Budget Settlement Act,Loi de règlement budgétaire,Lei de Liquidação Orçamentária,9746deae48da75346a9affb2d8974f3ea01c4e49c3b3546339c87cf5c52fc5ae,task_2_metadata_1st_dedup.json
93bd4eac45aa71fd641e7e4fadc457fc21c80e8e15dd3800444fb8958810eeac,ordinance_no_22_01_of_august_3_2022_concerning_the_complementary_finance_law_for_2022_93bd4e,Algeria_2022_Approval_External_EnactedBudget_MofSupplementaryFinanceLaws_UMA_French_93bd4e.pdf,Algeria,DZ,2022,Approval,External,Enacted Budget,Finance Act,,MOF Supplementary Finance Laws,['UMA'],French,"Ordinance No. 22-01 of August 3, 2022 concerning the complementary finance law for 2022",Ordonnance n° 22-01 du 3 août 2022 portant loi de finances complémentaire pour 2022,Ordênança n° 22-01 de 3 de agosto de 2022 sobre a lei de finanças complementar para 2022,7f634910423a724857698cde6b4965254605a90890bf204443650a68ef27cf20,task_2_metadata_1st_dedup.json
859274109f1760645bbf40808f429e538e08b837bd618b7e12167d0ad0b2aa2b,budget_settlement_act_859274,Algeria_2022_Legislation_External_PublicFinanceLegislation_MofBudgetSettlementAct_UMA_Arabic_859274.pdf,Algeria,DZ,2022,Legislation,External,Public Finance Legislation,,,MOF Budget Settlement Act,['UMA'],Arabic,Budget Settlement Act,Loi de liquidation budgétaire,Lei de Liquidação Orçamentária,379532162e030c3d0fd7c1b25e742aa56ab6a7539b942a681db5d9051c613174,task_2_metadata_1st_dedup.json
